environment,media_s1,absente,comportament,trece
rural,5.8,6.0,0.65,1
urban,9.47,5.0,0.84,1
urban,7.19,4.0,0.68,1
rural,10.0,3.0,0.12,1
rural,7.83,4.0,0.34,1
rural,7.48,4.0,0.37,1
rural,7.14,5.0,0.67,1
rural,8.64,6.0,0.71,1
urban,3.52,2.0,0.56,1
urban,7.17,8.0,0.4,1
urban,6.86,6.0,0.88,1
rural,,9.0,0.55,0
urban,6.62,3.0,0.82,1
urban,4.92,7.0,0.93,1
urban,7.01,6.0,0.42,1
rural,4.83,4.0,0.29,1
rural,3.15,2.0,0.37,1
urban,8.45,6.0,0.08,1
rural,8.16,3.0,0.35,1
urban,7.93,4.0,0.51,1
urban,9.61,,0.21,0
urban,5.67,4.0,0.18,1
urban,4.14,6.0,0.32,1
rural,6.86,10.0,0.1,1
rural,6.3,,0.49,0
rural,5.32,5.0,0.64,1
rural,6.84,2.0,0.59,1
urban,5.78,7.0,0.28,1
rural,3.33,8.0,0.86,1
urban,6.12,4.0,0.11,1
rural,4.73,4.0,,0
rural,7.46,6.0,0.13,1
rural,5.69,5.0,0.72,1
urban,9.22,5.0,0.79,1
urban,10.0,7.0,0.77,1
urban,8.36,8.0,0.32,1
urban,3.9,4.0,0.87,1
rural,10.0,8.0,0.89,1
urban,10.0,4.0,0.82,1
urban,,4.0,,0
rural,,2.0,0.84,0
rural,5.9,7.0,0.66,1
urban,3.27,4.0,0.96,1
rural,5.48,4.0,0.63,1
urban,10.0,3.0,0.17,1
rural,4.02,4.0,0.18,1
urban,7.0,1.0,0.43,1
urban,7.07,6.0,0.72,1
urban,5.97,6.0,0.14,1
urban,6.11,4.0,0.19,1
urban,7.14,4.0,0.08,1
rural,5.88,6.0,0.17,1
urban,4.16,6.0,0.22,0
urban,7.43,6.0,0.56,1
urban,9.15,,0.39,0
urban,8.74,4.0,0.09,1
urban,5.38,3.0,0.16,1
rural,4.5,3.0,0.52,1
rural,6.43,6.0,0.13,1
urban,10.0,2.0,0.73,1
rural,8.29,4.0,0.1,1
urban,8.41,4.0,0.19,1
rural,8.78,6.0,0.88,1
rural,7.84,4.0,0.53,1
urban,7.24,4.0,0.99,1
rural,8.32,8.0,0.15,1
rural,5.91,3.0,,1
urban,4.17,10.0,0.08,0
urban,8.45,7.0,0.94,1
rural,9.48,5.0,0.64,1
rural,4.76,6.0,0.34,1
rural,8.64,5.0,0.38,1
urban,10.0,4.0,0.7,1
rural,7.0,5.0,0.62,1
rural,5.36,5.0,0.36,1
rural,7.25,7.0,0.69,1
urban,5.9,7.0,0.34,1
urban,5.77,5.0,0.45,1
urban,7.87,5.0,0.85,1
urban,3.79,8.0,0.12,1
rural,4.11,8.0,0.43,1
urban,7.04,3.0,0.09,1
rural,6.96,6.0,0.04,1
rural,7.69,5.0,0.97,1
rural,10.0,9.0,0.56,1
rural,7.21,2.0,0.98,1
urban,8.2,7.0,0.86,1
urban,5.05,3.0,0.99,1
urban,8.54,6.0,0.93,1
urban,5.95,4.0,0.88,1
urban,7.14,,0.72,0
rural,6.78,4.0,0.73,1
urban,9.07,5.0,0.94,1
urban,4.38,3.0,0.98,1
urban,2.43,3.0,0.94,0
urban,6.57,6.0,0.48,1
rural,7.94,6.0,,1
rural,7.3,5.0,0.51,1
rural,9.46,6.0,0.56,1
rural,7.87,9.0,0.82,1
rural,5.87,5.0,0.83,1
urban,2.35,4.0,0.82,0
rural,6.53,3.0,0.83,1
rural,9.06,,0.43,0
rural,6.22,1.0,0.53,1
urban,7.06,8.0,0.25,1
urban,,3.0,0.46,0
rural,4.97,4.0,0.96,1
urban,8.25,5.0,0.82,1
urban,10.0,9.0,,1
rural,6.65,2.0,0.63,1
urban,4.74,7.0,0.25,0
urban,6.87,5.0,0.21,1
urban,2.55,6.0,0.42,0
rural,7.67,2.0,0.17,1
rural,7.9,5.0,0.55,1
rural,10.0,6.0,0.42,1
urban,6.61,7.0,0.14,1
rural,7.82,6.0,0.7,1
urban,5.28,5.0,0.72,1
urban,6.29,3.0,0.89,1
urban,3.95,4.0,0.71,1
rural,6.61,3.0,0.22,1
rural,6.39,7.0,0.66,1
rural,7.6,4.0,0.98,1
rural,5.75,10.0,0.85,1
urban,7.17,4.0,0.43,1
rural,6.33,10.0,0.7,1
urban,6.34,4.0,0.02,1
rural,7.16,5.0,0.22,1
rural,7.08,4.0,,1
rural,8.52,5.0,0.41,1
urban,6.76,,0.88,0
urban,6.3,6.0,0.99,1
urban,6.64,4.0,0.45,1
urban,5.57,5.0,0.39,1
urban,6.28,4.0,0.13,1
rural,10.0,4.0,0.23,1
urban,5.17,,0.14,0
urban,6.44,6.0,0.35,1
urban,6.23,2.0,0.75,1
urban,6.51,2.0,0.02,1
rural,6.34,4.0,0.87,1
urban,7.56,2.0,0.72,1
rural,3.58,2.0,0.37,0
rural,,4.0,0.53,0
rural,8.27,3.0,0.11,1
urban,4.51,9.0,0.78,0
rural,2.46,5.0,0.78,0
urban,5.05,7.0,0.38,1
urban,6.51,6.0,0.26,1
urban,10.0,5.0,0.58,1
urban,8.09,6.0,0.32,1
urban,3.38,5.0,0.7,1
rural,5.62,4.0,0.71,1
rural,6.89,4.0,0.98,1
urban,7.51,4.0,0.35,1
rural,4.37,4.0,,1
urban,6.73,10.0,0.88,1
rural,5.56,4.0,0.01,1
rural,4.79,3.0,0.45,1
rural,7.52,4.0,0.26,1
rural,8.55,7.0,0.41,1
rural,8.68,4.0,0.17,1
urban,8.15,5.0,0.67,1
urban,6.01,5.0,0.56,1
rural,8.43,4.0,0.4,1
urban,7.62,9.0,0.66,1
rural,7.27,3.0,0.08,1
urban,5.78,4.0,0.86,1
rural,,7.0,0.45,0
rural,7.15,6.0,0.62,1
rural,10.0,1.0,0.28,1
urban,7.6,2.0,,1
urban,5.78,4.0,0.45,1
rural,5.34,,0.19,0
rural,6.02,7.0,0.16,1
urban,10.0,3.0,0.28,1
urban,6.2,7.0,0.77,1
urban,8.81,4.0,0.31,1
urban,6.25,9.0,0.08,1
urban,7.52,6.0,0.45,1
rural,8.58,4.0,0.21,1
urban,5.86,4.0,0.92,1
rural,5.72,4.0,,1
rural,10.0,13.0,0.32,1
urban,8.97,4.0,,1
urban,8.58,4.0,0.03,1
rural,8.57,0.0,0.53,1
urban,7.92,8.0,0.99,1
rural,10.0,,0.34,0
urban,7.09,7.0,0.94,1
urban,8.15,4.0,0.12,1
urban,4.1,3.0,0.59,0
rural,5.35,5.0,0.17,1
urban,4.6,2.0,0.88,1
rural,9.55,6.0,0.72,1
urban,1.89,8.0,0.88,0
rural,6.2,7.0,0.69,1
urban,1.01,6.0,0.67,0
rural,5.34,4.0,0.53,1
rural,6.02,7.0,0.55,1
rural,9.77,3.0,0.78,1
rural,,,0.57,0
rural,5.33,4.0,0.43,1
rural,9.13,7.0,0.71,1
urban,7.04,8.0,0.96,1
rural,7.08,7.0,0.91,1
rural,4.59,,0.33,0
rural,,,,0
urban,5.35,10.0,0.96,1
urban,7.09,4.0,0.23,1
urban,7.16,7.0,0.13,1
rural,10.0,7.0,0.48,1
urban,7.77,5.0,0.45,1
urban,1.58,2.0,0.55,0
rural,7.53,6.0,0.03,1
rural,4.1,2.0,0.21,1
urban,5.07,4.0,0.8,1
rural,5.38,6.0,0.36,1
rural,5.67,7.0,0.92,1
rural,4.25,6.0,0.57,1
rural,7.41,7.0,0.02,1
urban,4.18,6.0,0.98,0
rural,7.71,4.0,0.32,1
urban,10.0,4.0,0.37,1
urban,4.34,4.0,0.91,1
urban,6.43,6.0,0.88,1
urban,1.95,6.0,0.69,0
rural,6.4,3.0,0.01,1
rural,8.29,3.0,0.0,1
rural,8.44,4.0,0.18,1
urban,7.15,3.0,0.76,1
urban,,7.0,,0
urban,10.0,6.0,0.22,1
rural,10.0,4.0,0.08,1
urban,5.95,1.0,0.43,1
rural,4.1,7.0,0.93,1
rural,6.19,2.0,0.52,1
rural,5.11,6.0,0.73,1
rural,7.9,6.0,0.71,1
urban,4.64,9.0,0.85,0
rural,6.85,3.0,0.98,1
urban,8.68,10.0,0.98,1
rural,6.8,,0.54,0
urban,5.11,4.0,0.33,1
urban,9.35,8.0,0.79,1
rural,3.24,5.0,0.7,1
rural,6.34,8.0,0.78,1
rural,6.92,6.0,0.3,1
urban,7.03,9.0,0.58,1
rural,7.36,8.0,0.19,1
rural,8.22,1.0,0.22,1
urban,6.93,4.0,0.37,1
rural,6.26,3.0,0.71,1
urban,6.18,,0.3,0
rural,5.78,4.0,0.33,1
urban,8.58,,0.8,0
urban,5.71,6.0,0.91,1
rural,8.69,3.0,0.84,1
urban,7.04,6.0,0.18,1
rural,5.96,7.0,0.46,1
rural,8.24,8.0,0.7,1
urban,5.55,9.0,0.71,1
rural,8.28,1.0,0.4,1
urban,7.43,5.0,0.42,1
urban,5.81,6.0,0.58,1
urban,8.06,9.0,0.68,1
urban,8.09,7.0,0.07,1
urban,9.32,3.0,0.64,1
urban,8.93,3.0,0.51,1
urban,7.98,4.0,,1
urban,4.74,6.0,0.06,0
rural,10.0,6.0,0.2,1
rural,4.19,3.0,0.36,1
urban,8.9,7.0,0.76,1
rural,7.86,5.0,0.31,1
rural,4.65,3.0,0.76,1
rural,6.75,7.0,0.5,1
rural,6.84,7.0,0.21,1
rural,9.61,4.0,0.78,1
rural,5.57,2.0,0.72,1
urban,6.48,8.0,0.04,1
rural,2.33,4.0,0.73,0
rural,10.0,5.0,0.67,1
rural,4.86,5.0,0.38,1
rural,7.65,2.0,0.63,1
urban,6.8,3.0,0.15,1
urban,6.8,4.0,0.59,1
urban,8.62,,0.17,0
urban,10.0,1.0,0.11,1
rural,7.5,4.0,0.2,1
urban,8.31,4.0,0.12,1
urban,7.66,7.0,0.12,1
urban,9.04,7.0,0.88,1
urban,6.07,5.0,0.9,1
rural,9.15,3.0,0.73,1
urban,9.22,6.0,0.78,1
rural,9.17,4.0,0.36,1
urban,5.68,5.0,0.54,1
rural,6.66,5.0,0.81,1
rural,7.48,3.0,0.49,1
urban,4.26,2.0,0.74,0
urban,10.0,4.0,0.42,1
urban,6.98,4.0,0.35,1
urban,7.57,2.0,0.85,1
rural,5.85,6.0,0.33,1
rural,,0.0,0.48,0
urban,5.79,7.0,0.11,1
urban,7.44,6.0,0.51,1
rural,8.35,6.0,0.61,1
urban,7.32,7.0,0.39,1
rural,7.69,3.0,0.65,1
urban,6.33,3.0,0.44,1
rural,,8.0,0.43,0
rural,9.97,7.0,,1
rural,,6.0,0.86,0
rural,8.62,1.0,0.73,1
rural,7.59,3.0,0.46,1
urban,3.99,7.0,0.64,1
rural,4.91,4.0,0.82,1
urban,7.91,4.0,0.46,1
rural,6.98,3.0,0.84,1
rural,7.88,1.0,0.18,1
urban,10.0,5.0,0.59,1
urban,8.45,5.0,0.36,1
urban,9.52,,0.1,0
urban,7.19,4.0,0.89,1
rural,5.39,5.0,0.49,1
urban,6.88,6.0,0.54,1
rural,5.39,5.0,0.52,1
urban,10.0,5.0,0.54,1
urban,8.58,7.0,0.59,1
rural,8.04,,0.87,0
rural,9.47,7.0,0.95,1
urban,2.96,1.0,0.62,0
rural,8.18,6.0,0.38,1
rural,4.38,5.0,0.52,1
rural,6.99,4.0,0.7,1
rural,6.38,6.0,0.53,1
rural,8.32,5.0,0.26,1
rural,7.46,1.0,0.61,1
rural,9.69,8.0,0.89,1
rural,5.8,7.0,0.11,1
urban,8.42,5.0,0.07,1
rural,7.32,8.0,0.98,1
urban,3.73,3.0,0.8,1
rural,5.16,2.0,0.41,1
rural,6.7,3.0,0.03,1
rural,9.22,7.0,0.93,1
rural,7.93,8.0,0.79,1
urban,4.66,5.0,0.61,0
urban,6.72,4.0,0.79,1
rural,10.0,2.0,0.63,1
urban,7.22,6.0,,1
rural,,6.0,0.9,0
rural,7.98,7.0,0.41,1
urban,8.53,7.0,0.53,1
urban,6.09,1.0,0.78,1
rural,8.01,7.0,,1
rural,6.34,8.0,0.6,1
urban,8.44,3.0,0.35,1
rural,7.34,8.0,0.05,1
urban,7.96,7.0,0.15,1
rural,5.48,5.0,0.11,1
rural,5.36,5.0,0.55,1
urban,8.89,1.0,0.12,1
urban,6.84,4.0,0.54,1
urban,7.57,6.0,0.73,1
rural,6.39,6.0,0.63,1
rural,8.8,4.0,0.75,1
rural,5.78,6.0,0.49,1
rural,6.73,3.0,0.74,1
urban,8.57,3.0,0.79,1
rural,9.35,4.0,0.25,1
rural,5.95,4.0,0.86,1
rural,10.0,3.0,0.94,1
urban,7.63,4.0,0.73,1
rural,4.91,6.0,0.97,0
rural,,3.0,0.06,0
urban,6.23,,0.15,0
rural,7.87,2.0,0.9,1
rural,6.91,5.0,0.03,1
urban,7.15,6.0,0.59,1
rural,5.18,4.0,0.27,1
rural,8.98,4.0,0.46,1
rural,4.69,2.0,0.39,0
urban,4.78,5.0,0.19,1
rural,7.73,7.0,0.59,1
rural,10.0,11.0,0.2,1
urban,6.29,3.0,0.41,1
urban,8.4,5.0,0.77,1
rural,9.15,4.0,0.67,1
rural,,5.0,,0
rural,6.38,,0.5,0
rural,4.82,4.0,0.19,1
urban,2.58,12.0,0.45,0
rural,6.47,4.0,0.47,1
urban,9.36,5.0,0.2,1
urban,4.75,2.0,0.6,1
rural,8.4,7.0,0.51,1
rural,5.1,7.0,0.33,1
urban,7.21,,0.21,0
urban,8.42,6.0,0.14,1
rural,5.68,9.0,0.88,1
urban,7.34,8.0,0.94,1
rural,6.17,3.0,0.82,1
rural,8.41,8.0,,1
urban,7.47,4.0,0.96,1
urban,7.11,3.0,0.47,1
rural,10.0,4.0,0.04,1
urban,8.32,3.0,0.37,1
rural,5.62,6.0,0.18,1
rural,6.83,5.0,0.69,1
rural,6.85,4.0,0.3,1
urban,7.16,2.0,0.47,1
rural,10.0,4.0,0.93,1
rural,7.74,6.0,0.99,1
rural,2.93,,0.53,0
rural,5.91,1.0,0.28,1
rural,3.14,5.0,0.44,0
rural,6.34,4.0,0.88,1
rural,3.03,7.0,0.24,1
rural,5.26,4.0,0.06,1
rural,3.96,7.0,0.82,0
rural,7.77,,0.53,0
rural,,6.0,0.9,0
urban,7.61,6.0,0.69,1
rural,6.79,3.0,0.04,1
rural,4.21,8.0,0.79,0
rural,,8.0,0.19,0
urban,10.0,4.0,0.13,1
rural,7.82,5.0,0.56,1
urban,6.15,5.0,0.44,1
rural,4.14,5.0,0.3,0
rural,,4.0,0.59,0
urban,7.91,5.0,0.74,1
rural,9.15,3.0,0.49,1
urban,7.52,4.0,0.79,1
urban,8.6,5.0,0.42,1
rural,8.42,6.0,0.5,1
rural,8.01,5.0,0.54,1
rural,5.68,6.0,0.32,1
rural,7.35,8.0,0.36,1
urban,5.3,,0.51,0
urban,7.03,6.0,0.88,1
rural,7.66,8.0,0.55,1
urban,10.0,5.0,0.11,1
urban,4.38,4.0,0.73,0
rural,7.96,4.0,0.52,1
urban,9.96,2.0,0.4,1
urban,8.52,,0.69,0
rural,8.67,4.0,0.17,1
urban,8.18,8.0,0.79,1
rural,9.6,1.0,0.72,1
urban,4.83,6.0,0.19,0
rural,4.23,,0.85,0
urban,6.99,4.0,0.19,1
urban,2.68,10.0,0.68,0
rural,9.46,2.0,0.37,1
rural,9.44,8.0,0.76,1
rural,6.13,12.0,0.06,1
rural,6.26,8.0,0.25,1
urban,6.86,4.0,0.47,1
urban,7.1,5.0,0.71,1
urban,7.25,14.0,0.62,1
rural,8.12,5.0,0.95,1
urban,6.65,4.0,0.56,1
urban,8.89,8.0,0.3,1
rural,7.89,,0.43,0
rural,5.79,8.0,0.08,1
urban,9.67,5.0,0.12,1
rural,4.28,2.0,0.52,0
urban,6.82,11.0,0.98,1
urban,8.93,3.0,0.24,1
rural,5.55,5.0,0.78,1
urban,7.62,5.0,0.37,1
rural,8.09,9.0,0.03,1
rural,5.28,4.0,0.16,1
urban,6.86,1.0,0.62,1
urban,6.69,6.0,0.23,1
urban,5.9,4.0,0.85,1
rural,10.0,4.0,0.37,1
urban,5.47,5.0,0.23,1
rural,9.01,5.0,0.78,1
rural,6.21,6.0,0.16,1
urban,4.83,4.0,0.95,1
rural,7.21,3.0,,1
urban,8.3,8.0,0.82,1
urban,8.84,5.0,0.52,1
urban,10.0,7.0,0.74,1
urban,10.0,6.0,0.14,1
urban,7.5,5.0,,1
urban,5.67,5.0,0.2,1
urban,7.91,6.0,0.13,1
rural,6.47,5.0,0.26,1
urban,8.85,5.0,0.84,1
rural,4.41,5.0,0.75,1
rural,10.0,7.0,0.31,1
rural,8.71,4.0,0.37,1
urban,3.63,4.0,0.73,0
rural,5.58,,0.82,0
rural,8.63,5.0,0.42,1
urban,9.35,7.0,0.74,1
urban,4.46,,0.57,0
rural,8.43,7.0,0.99,1
urban,3.11,3.0,0.69,0
urban,6.82,6.0,0.74,1
urban,9.22,3.0,0.84,1
urban,5.9,4.0,0.14,1
rural,3.99,6.0,0.37,0
urban,7.29,4.0,0.49,1
urban,5.79,4.0,0.15,1
urban,8.26,3.0,0.36,1
rural,5.23,5.0,0.69,1
rural,5.45,6.0,0.25,1
urban,2.96,,0.48,0
urban,7.34,6.0,0.14,1
rural,6.68,8.0,0.11,1
urban,4.62,4.0,0.37,1
urban,7.39,4.0,0.73,1
rural,9.05,6.0,0.53,1
urban,6.57,4.0,0.63,1
urban,7.54,5.0,0.4,1
rural,7.55,6.0,0.59,1
rural,4.59,11.0,0.48,1
urban,10.0,3.0,0.4,1
rural,6.06,7.0,0.02,1
urban,8.31,5.0,0.85,1
urban,8.54,4.0,,1
urban,6.72,5.0,0.53,1
rural,8.21,2.0,0.45,1
rural,7.49,6.0,,1
urban,4.16,3.0,0.01,0
urban,6.34,10.0,0.14,1
rural,5.77,6.0,0.28,1
rural,6.08,5.0,0.08,1
rural,4.39,1.0,0.05,0
urban,,9.0,0.94,0
rural,10.0,3.0,0.18,1
rural,,4.0,0.59,0
urban,9.54,6.0,0.54,1
urban,6.31,5.0,,1
urban,5.73,2.0,0.65,1
rural,5.44,8.0,0.33,1
urban,8.29,6.0,0.46,1
urban,7.45,3.0,0.38,1
urban,6.85,4.0,0.91,1
urban,9.59,3.0,0.93,1
rural,7.81,5.0,0.37,1
urban,5.32,4.0,0.25,1
rural,5.64,8.0,0.74,1
rural,8.36,5.0,0.32,1
rural,9.08,5.0,0.48,1
urban,,5.0,0.54,0
rural,10.0,6.0,0.99,1
urban,10.0,3.0,0.38,1
urban,7.88,2.0,0.41,1
urban,5.32,4.0,0.07,1
rural,4.38,7.0,0.66,1
urban,6.23,3.0,0.19,1
urban,8.51,5.0,0.61,1
urban,10.0,4.0,0.24,1
rural,7.83,6.0,0.94,1
rural,9.34,5.0,0.08,1
rural,6.51,6.0,0.93,1
urban,8.25,6.0,0.55,1
rural,8.65,5.0,0.94,1
urban,3.04,4.0,0.49,0
urban,6.17,3.0,0.05,1
rural,8.9,,0.2,0
urban,7.55,6.0,0.35,1
rural,4.61,0.0,0.94,0
urban,2.14,3.0,0.76,0
rural,6.27,5.0,0.6,1
urban,6.86,3.0,0.44,1
urban,5.23,2.0,0.45,1
urban,7.29,5.0,0.65,1
urban,8.01,7.0,0.72,1
urban,8.34,7.0,0.48,1
rural,2.29,4.0,0.8,0
urban,4.37,3.0,0.52,0
rural,,8.0,0.51,0
rural,8.14,5.0,0.65,1
rural,7.98,5.0,0.79,1
urban,7.94,6.0,0.6,1
urban,6.23,7.0,0.92,1
urban,6.34,4.0,0.88,1
rural,5.54,6.0,0.77,1
urban,8.54,4.0,0.46,1
urban,5.16,6.0,0.61,1
rural,8.7,2.0,0.51,1
rural,7.42,5.0,0.01,1
rural,6.91,3.0,0.66,1
rural,5.69,3.0,0.92,1
rural,4.29,3.0,0.52,0
rural,5.7,8.0,0.17,1
urban,6.34,4.0,0.46,1
rural,2.26,11.0,0.0,0
urban,6.61,5.0,0.74,1
urban,8.85,3.0,0.67,1
urban,8.13,7.0,0.65,1
rural,6.01,7.0,0.43,1
urban,7.09,2.0,0.39,1
rural,5.89,9.0,0.27,1
rural,7.3,3.0,,1
urban,10.0,9.0,0.37,1
rural,8.94,4.0,0.55,1
urban,8.04,,0.46,0
urban,,6.0,0.66,0
rural,8.5,3.0,0.98,1
urban,3.63,6.0,0.58,1
urban,6.5,8.0,0.41,1
urban,,3.0,0.61,0
rural,,6.0,0.03,0
urban,8.34,7.0,0.9,1
rural,7.59,3.0,0.17,1
rural,6.61,,0.54,0
urban,8.08,6.0,0.38,1
urban,5.09,5.0,0.85,1
rural,5.31,7.0,0.96,1
rural,7.12,5.0,0.06,1
urban,7.35,5.0,0.21,1
urban,3.35,5.0,0.85,0
rural,7.91,10.0,0.45,1
rural,8.55,11.0,0.63,1
rural,6.85,3.0,0.37,1
rural,10.0,8.0,0.53,1
rural,5.63,4.0,,1
urban,6.28,3.0,0.59,1
rural,6.21,5.0,0.43,1
rural,6.85,4.0,0.68,1
urban,6.34,8.0,0.61,1
urban,4.19,10.0,0.13,1
rural,5.91,6.0,0.19,1
rural,6.8,4.0,0.02,1
urban,9.46,4.0,0.36,1
rural,10.0,5.0,0.27,1
rural,,6.0,0.08,0
urban,5.45,5.0,0.68,1
rural,5.61,5.0,0.72,1
urban,6.68,1.0,0.66,1
urban,10.0,6.0,0.23,1
urban,6.67,3.0,0.63,1
urban,4.34,7.0,0.38,1
rural,6.0,5.0,0.01,1
urban,8.51,5.0,0.97,1
rural,8.38,1.0,0.72,1
rural,6.6,4.0,0.24,1
rural,8.37,6.0,0.31,1
rural,2.45,8.0,0.9,0
rural,7.21,3.0,0.25,1
urban,8.72,3.0,0.09,1
urban,5.33,6.0,0.84,1
urban,5.33,6.0,0.7,1
urban,3.27,8.0,0.54,0
rural,10.0,8.0,0.55,1
urban,5.56,4.0,0.69,1
rural,7.48,4.0,0.91,1
rural,8.21,8.0,0.82,1
urban,10.0,4.0,0.23,1
urban,6.69,9.0,0.64,1
urban,5.92,5.0,0.67,1
urban,7.35,4.0,0.82,1
rural,9.57,7.0,0.91,1
rural,6.66,8.0,0.06,1
urban,5.09,4.0,0.09,1
rural,3.92,6.0,0.1,0
rural,4.56,2.0,0.69,0
rural,8.73,7.0,0.93,1
urban,6.36,4.0,0.58,1
rural,5.78,4.0,0.57,1
urban,5.57,6.0,0.84,1
urban,7.17,3.0,0.99,1
rural,6.52,4.0,0.94,1
rural,6.45,6.0,0.61,1
urban,9.7,2.0,1.0,1
rural,10.0,7.0,0.72,1
rural,3.78,4.0,0.7,1
urban,7.66,5.0,0.1,1
urban,5.45,8.0,0.3,1
urban,6.5,5.0,0.58,1
urban,7.62,4.0,0.7,1
rural,6.57,6.0,0.2,1
rural,7.46,7.0,0.81,1
urban,8.35,4.0,0.88,1
urban,7.59,6.0,,1
urban,5.71,8.0,0.54,1
rural,5.74,3.0,0.34,1
urban,4.12,8.0,0.84,0
rural,5.29,10.0,0.74,1
urban,10.0,7.0,0.04,1
urban,5.42,4.0,0.5,1
urban,4.61,6.0,0.82,1
rural,7.64,3.0,0.57,1
rural,6.78,1.0,0.27,1
rural,6.61,3.0,0.02,1
urban,9.82,1.0,0.23,1
rural,8.1,2.0,0.61,1
rural,5.94,5.0,0.25,1
urban,6.15,6.0,0.01,1
urban,5.99,7.0,,1
rural,8.75,1.0,0.38,1
rural,6.38,,0.46,0
rural,3.41,4.0,0.76,0
rural,6.9,5.0,0.54,1
urban,3.93,,0.78,0
urban,10.0,4.0,0.15,1
urban,5.07,4.0,0.35,1
rural,6.68,3.0,0.52,1
rural,7.52,3.0,0.02,1
urban,6.42,6.0,0.96,1
urban,6.42,5.0,0.92,1
rural,7.84,4.0,0.66,1
rural,10.0,6.0,0.21,1
urban,8.54,3.0,0.14,1
urban,9.96,6.0,0.89,1
urban,4.91,4.0,0.29,1
rural,7.63,7.0,0.38,1
rural,7.31,9.0,0.4,1
rural,7.7,9.0,0.21,1
rural,9.75,2.0,0.72,1
rural,6.56,1.0,0.58,1
rural,6.19,2.0,0.89,1
urban,8.07,8.0,0.22,1
urban,3.44,9.0,0.34,1
rural,6.53,2.0,0.49,1
urban,6.73,9.0,0.47,1
rural,5.16,7.0,0.98,1
urban,9.11,3.0,0.6,1
rural,4.88,8.0,0.41,0
urban,6.73,9.0,0.29,1
urban,7.59,4.0,0.58,1
rural,9.71,3.0,0.55,1
rural,6.98,,0.51,0
urban,8.87,5.0,0.94,1
urban,8.4,4.0,0.5,1
rural,7.25,2.0,0.23,1
urban,4.82,5.0,0.16,0
rural,4.13,3.0,0.91,1
rural,7.21,4.0,1.0,1
urban,5.91,9.0,0.59,1
rural,8.84,5.0,0.73,1
urban,8.49,5.0,,1
urban,6.63,8.0,0.86,1
rural,,9.0,0.35,0
urban,8.02,4.0,0.02,1
rural,4.96,6.0,0.04,1
rural,5.48,6.0,0.83,1
rural,5.04,4.0,,1
urban,6.72,9.0,0.97,1
rural,9.34,4.0,0.42,1
urban,6.99,2.0,0.95,1
rural,6.11,4.0,0.47,1
rural,3.95,2.0,0.72,0
rural,8.1,3.0,0.29,1
urban,5.44,0.0,0.55,1
urban,7.24,8.0,0.33,1
rural,6.29,12.0,0.68,1
rural,8.68,3.0,0.23,1
urban,6.69,2.0,0.36,1
urban,6.88,5.0,0.63,1
urban,7.97,0.0,0.3,1
rural,10.0,4.0,0.28,1
urban,8.78,4.0,0.38,1
rural,6.82,5.0,0.62,1
urban,7.01,5.0,0.33,1
rural,5.95,8.0,0.43,1
rural,,4.0,0.02,0
rural,5.89,5.0,0.7,1
urban,5.46,7.0,0.81,1
urban,8.31,4.0,0.83,1
urban,4.86,9.0,0.55,0
rural,9.67,6.0,0.42,1
rural,,4.0,0.19,0
urban,7.04,5.0,0.66,1
rural,7.0,7.0,0.58,1
rural,5.89,7.0,0.43,1
rural,7.54,9.0,0.61,1
urban,9.18,5.0,0.95,1
rural,,6.0,0.14,0
urban,3.93,4.0,0.96,0
urban,,5.0,0.57,0
urban,7.65,7.0,0.83,1
urban,4.76,3.0,0.99,1
urban,5.53,0.0,0.93,1
rural,5.28,4.0,0.4,1
urban,5.55,2.0,0.46,1
urban,6.35,3.0,0.61,1
urban,6.47,4.0,0.64,1
rural,5.7,4.0,0.23,1
rural,5.48,3.0,,1
rural,6.54,4.0,0.83,1
rural,7.34,5.0,0.13,1
urban,6.37,5.0,0.99,1
urban,9.32,3.0,1.0,1
rural,8.02,5.0,0.35,1
rural,3.82,3.0,0.85,0
rural,8.05,2.0,0.26,1
rural,8.21,6.0,0.16,1
urban,6.13,5.0,0.85,1
rural,4.01,9.0,0.56,1
rural,7.02,4.0,0.06,1
rural,6.98,8.0,0.83,1
rural,4.76,7.0,0.38,0
rural,4.1,8.0,0.17,1
rural,6.82,3.0,0.53,1
rural,6.53,5.0,0.47,1
urban,6.17,7.0,0.8,1
urban,6.83,6.0,0.48,1
urban,4.79,5.0,0.66,0
urban,6.13,5.0,0.35,1
urban,8.07,,0.11,0
urban,6.3,6.0,0.04,1
rural,3.66,7.0,0.32,0
rural,6.05,1.0,0.67,1
urban,4.86,6.0,0.01,0
rural,7.53,2.0,0.25,1
urban,7.64,5.0,0.15,1
rural,3.68,,0.46,0
rural,8.52,8.0,0.75,1
rural,4.78,3.0,0.55,1
rural,10.0,5.0,0.61,1
rural,6.9,6.0,,1
rural,4.51,6.0,0.46,1
urban,4.72,3.0,0.81,1
urban,7.7,5.0,0.34,1
rural,6.22,7.0,0.62,1
urban,6.81,4.0,0.77,1
rural,10.0,7.0,0.83,1
urban,5.6,4.0,0.22,1
rural,7.12,,0.25,0
urban,9.84,5.0,0.38,1
rural,7.54,7.0,0.25,1
urban,,5.0,0.54,0
rural,8.01,2.0,0.81,1
urban,4.67,2.0,0.15,0
rural,,3.0,0.41,0
rural,5.35,2.0,0.73,1
rural,10.0,2.0,0.7,1
